source_node,target_node,length,highway,name,maxspeed,oneway,lanes,surface
353495410,4758381906,131.475,secondary,Rodovia José Marra da Silva,60,False,,
353495410,2314702896,376.736,secondary,"['Rodovia José Marra da Silva', 'Avenida México']",60,False,,
353495410,2364606765,965.403,tertiary,,40,False,,
353495738,4575071123,460.70500000000004,trunk,Rodovia Engenheiro Aimoré Dutra Filho,,False,,
353495738,2386538761,160.515,trunk,Rodovia Engenheiro Aimoré Dutra Filho,,False,,
353495738,7860033562,252.354,unclassified,,,False,,
353500756,3813433389,352.366,trunk,,80,False,,
353500756,3813433394,167.991,trunk,,80,False,,
353500756,5012916899,112.118,residential,Rua 10,,False,,
1344107585,4349725522,11.258,tertiary,,,False,,
1344107585,3285546144,213.442,tertiary,,,False,,
1344107585,2386538791,200.46699999999998,trunk,Rodovia Engenheiro Aimoré Dutra Filho,,False,,
1344107637,6797639726,280.58399999999995,residential,Rua Triângulo Mineiro,,False,,
1344107637,1886849818,424.617,trunk,Rodovia Engenheiro Aimoré Dutra Filho,,True,,
1344107649,2314946050,250.73,trunk,,80,False,,
1344107649,3813433389,383.085,trunk,,80,False,,
1344107649,6867912430,903.2610000000001,residential,Rua Amélia Justo,,False,,
1344107676,4575065910,35.36,trunk,Rodovia Engenheiro Aimoré Dutra Filho,,False,,
1344107676,7810005206,5.871,trunk,Rodovia Engenheiro Aimoré Dutra Filho,,False,,
1344107676,4575065906,33.339,residential,,,True,,
1344107775,7629565815,641.103,trunk,,80,True,,
1344107775,8100599504,493.7460000000001,unclassified,,,False,,
1344107787,1886930027,150.227,trunk,,60,True,,
1344107789,1886830736,40.447,trunk,,60,True,,
1344107814,5159362888,1030.084,secondary,Rodovia José Marra da Silva,80,False,,
1344107814,5148340175,718.0549999999998,tertiary,,80,False,,
1344107814,7856078298,640.7539999999999,unclassified,,,False,,
1344107814,4758444910,983.7959999999999,secondary,Rodovia José Marra da Silva,80,False,,
1344107821,7631479804,790.74,unclassified,,30,False,,
1344107821,4884660481,151.579,tertiary,,30,False,,
1344107821,1344107828,259.455,tertiary,,30,False,,
1344107828,7842283854,1276.481,tertiary,,,False,,
1344107828,1344107821,259.455,tertiary,,30,False,,
1344107828,1952940049,581.823,tertiary,,30,False,,
1344107850,8096083189,174.10899999999998,secondary,,,True,,
1344107850,5013319419,829.653,trunk,,80,True,,
1344107865,2315068169,213.255,tertiary,Avenida Perimetral,,False,,
1344107865,4740196888,72.819,secondary,Rodovia José Marra da Silva,40,False,,
1344107901,2314817205,26.022,secondary,Avenida Governador Magalhães Pinto,60,False,,
1344107901,1344107912,168.96300000000002,secondary,Avenida Governador Magalhães Pinto,60,True,,
1344107912,2370733668,334.943,trunk,,60,True,1,
1344107912,1886930004,98.189,trunk,,40,True,,
1434986363,2314913209,76.99,residential,,,False,,
1434986363,2314913168,78.019,residential,,,False,,
1434986363,2314913207,111.076,residential,Rua Gentil Silva Filho,40,False,,
1434986363,2314913176,115.584,residential,Rua Gentil Silva Filho,40,False,,
1434986786,1886850196,131.43499999999997,secondary,,,True,,
1434986786,1688051090,43.938,secondary,Avenida Autorama,40,False,2,
1434986792,2290662750,93.351,residential,Rua Cascalho Rico,,False,,
1434986792,3676456887,56.587,secondary,Avenida Autorama,40,False,2,
1434986792,2290662683,84.751,secondary,Avenida Autorama,40,False,2,
1434987102,1886853694,84.575,trunk_link,,40,True,,
1434987102,1434992494,118.45599999999999,trunk,Anel Rodoviário Presidente Tancredo Neves,,True,,
1434987103,7793375924,138.238,trunk,Anel Rodoviário Presidente Tancredo Neves,,True,,
1434987103,1886873835,1561.35,trunk,Anel Rodoviário Presidente Tancredo Neves,80,False,,
1434988114,3571570459,96.602,residential,Rua Geraldo Serrano,,False,,
1434988114,4029461904,70.592,residential,Rua Campo Belo,40,False,2,
1434988114,3877625157,74.758,residential,Rua Campo Belo,40,False,2,
1434988114,9040207161,43.039,residential,Rua Geraldo Serrano,,False,,
1434988115,2313675867,29.882,secondary,Avenida Paraná,40,False,3,
1434988115,7821850938,95.769,secondary,Avenida Paraná,40,False,3,
1434988115,2313675842,75.109,residential,Rua Erico Verissimo,,False,,
1434988116,2313675818,38.884,residential,Rua Fagundes Varela,,False,,
1434988116,2313675835,100.998,secondary,Avenida Paraná,40,False,3,
1434988116,1434988161,53.611000000000004,secondary,Avenida Paraná,40,False,"['2', '3']",
1434988123,3571570464,96.57,residential,Rua Gustavo Corsão,,False,,
1434988123,1771517290,74.489,residential,Rua Medina,,False,,
1434988123,3571570467,168.897,residential,"['Rua Medina', 'Rua Manoel Bandeira']",,False,,
1434988125,6797639839,28.207,residential,Rua Carbonita,,False,,
1434988125,1736099414,73.478,residential,Rua Carbonita,,False,,
1434988125,1771517393,94.691,residential,Rua Cecilia Meireles,,False,,
1434988125,1771517288,63.682,residential,Rua Cecilia Meireles,,False,,
1434988127,2313675784,95.77,residential,Rua Candeias,,False,,
1434988127,2313675794,94.968,residential,Rua Fagundes Varela,,False,,
1434988127,4029461904,93.259,residential,Rua Fagundes Varela,,False,,
1434988134,1736099453,92.671,residential,Rua Afrânio Peixoto,,False,2,
1434988134,2314748304,89.848,secondary,Rua Guapé,40,True,2,
1434988137,2314748322,98.608,residential,Rua Tucuruca,,False,,
1434988137,1736099455,94.985,residential,Avenida Amazonas,,False,,
1434988137,3463471753,96.0,residential,Rua Tucuruca,,False,,
1434988141,2313657949,94.28,residential,Rua Nossa Senhora Aparecida,,False,,
1434988141,2313657932,83.193,residential,Rua Afrânio Peixoto,,False,,
1434988141,2313670499,82.765,residential,Rua Afrânio Peixoto,,False,,
1434988141,5012506974,78.795,residential,Rua Nossa Senhora Aparecida,,False,,
1434988143,3571570437,92.934,residential,Rua Gustavo Corsão,,False,,
1434988143,3682426064,43.253,residential,Rua Campo do Meio,,False,,
1434988143,1736099400,74.681,residential,Rua Campo do Meio,,False,,
1434988143,3813409999,177.983,residential,Rua Gustavo Corsão,,False,,
1434988147,7822042874,12.802,secondary,Avenida Paraná,40,False,,
1434988147,1511920580,45.456999999999994,secondary,Avenida Paraná,40,True,,
1434988152,7793488068,35.016999999999996,secondary,Avenida Paraná,,True,,
1434988152,3463471759,35.432,residential,Rua Medina,,False,,
1434988161,1434988134,58.256,secondary,Rua Guapé,40,True,2,
1434988161,2313675818,35.669,residential,Rua Guapé,,False,,
1434988161,1434988116,53.611000000000004,secondary,Avenida Paraná,40,False,"['3', '2']",
1434988172,2313670647,120.594,residential,Rua Coronel Bragança,,False,,
1434988172,2313670630,76.194,residential,Rua Capinópolis,,False,,
1434988172,2313670615,159.853,residential,"['Rua Canápolis', 'Rua Coronel Bragança']",,False,,
1434988174,3571570418,74.428,residential,Rua Marechal Castel Branco,,False,,
1434988174,3571570414,148.819,residential,Rua Marechal Castel Branco,,False,,
1434988174,3241212582,62.113,residential,Rua Érico Veríssimo,,False,,
1434988174,2313670653,64.868,residential,Rua Érico Veríssimo,,False,,
1434988175,1736099424,94.38,residential,Rua Camacho,,False,,
1434988175,1736099430,95.976,residential,Rua Camacho,,False,,
1434988175,2974542942,95.251,secondary,Rua Castro Alves,40,True,,
1434988183,3813410011,94.419,residential,Rua Júlio Nogueira,,False,,
1434988183,3571570470,99.932,residential,Rua José Lourenço,,False,,
1434988183,3813410017,92.25,residential,Rua José Lourenço,,False,,
1434988186,1736099400,56.039,residential,Rua Manoel Bandeira,,False,,
1434990481,2314702567,121.561,residential,Rua Uruguai,,False,,
1434990481,2314702688,127.61,residential,Rua Uruguai,,False,,
1434990481,2314702609,69.643,secondary,Rua Bom Sucesso,40,True,,
1434990485,2314702747,46.072,residential,Avenida Bom Despacho,40,False,,
1434990485,2314702720,144.76899999999998,secondary,Avenida México,60,False,,
1434990485,1434990491,130.108,secondary,Avenida México,60,False,,
1434990486,2314702854,62.853,residential,Rua Baviera,,False,,
1434990486,1434990490,113.332,secondary,Avenida México,60,False,,
1434990486,2314702818,157.19,secondary,Avenida México,60,False,,
1434990490,2314702871,80.623,residential,Rua Bagé,,False,,
1434990490,1434990486,113.332,secondary,Avenida México,60,False,,
1434990490,2314702862,158.25099999999998,secondary,Avenida México,60,False,,
1434990491,7820058039,14.894,residential,Rua Bom Sucesso,40,False,,
1434990491,1434990485,130.108,secondary,Avenida México,60,False,,
1434990491,2314702725,178.19400000000002,secondary,Rua Bom Sucesso,40,False,,
1434992492,3813447852,149.165,residential,Rua Caviuna,,False,,
1434992492,4747123906,78.303,residential,Rua Goiabeira,,False,,
1434992492,3813433461,90.014,residential,Rua Cacoco,,False,,
1434992494,1511920575,16.659,trunk,Anel Rodoviário Presidente Tancredo Neves,,True,,
1434992498,7822689210,127.024,trunk,,60,True,,
1434992499,4927510729,85.807,trunk,,60,False,,
1434992499,2313675778,42.422,trunk,,60,False,,
1434992499,7791183285,32.225,residential,,,False,,
1434992500,1952940049,195.743,tertiary,Cajueiro,,False,,
1434992500,6797639775,18.014,residential,Rua Goiabeira,,False,,
1434992500,3813449360,131.399,tertiary,Cajueiro,,False,,
1434992507,3813433260,276.181,trunk,,80,False,,
1434992507,4161818497,94.697,trunk,,80,False,,
1434992507,2314943321,62.909,residential,,,False,,
1434992509,2314953105,38.51800000000001,residential,Rua Renato Gontijo Camilo,,False,,
1434992509,4161818497,340.926,trunk,,80,False,,
1434992509,2314953212,769.0939999999999,trunk,,80,False,,
1434992510,3813449250,158.465,residential,Rua Peroba,,False,,
1434992510,3813449248,76.63,residential,Rua Limeira,,True,,
1434992510,3813449256,230.843,residential,"['Rua Limeira', 'Rua Jaboticabal']",30,False,,
1511920575,1434986786,182.931,secondary,Avenida Autorama,,True,,
1511920575,1886850196,98.497,trunk,Anel Rodoviário Presidente Tancredo Neves,,True,,
1511920580,1511920586,36.217999999999996,secondary,Avenida Paraná,,True,,
1511920580,3572086808,81.069,trunk_link,,40,True,,
1511920586,6221846938,27.847,trunk,,60,False,,
1511920586,3572086808,60.843,trunk,,60,False,,
1511920589,2386538736,287.766,trunk,Anel Rodoviário Presidente Tancredo Neves,,True,,
1511920592,1887023730,34.143,trunk,,60,False,,
1511920592,7823014190,54.82899999999999,trunk,,60,False,,
1511920592,1887023725,69.16199999999999,trunk_link,,40,True,,
1688051087,1736099432,62.254,residential,Rua Vinicius de Moraes,,False,,
1688051088,1736099406,50.621,residential,Rua Capelinha,,False,,
1688051090,1736099406,279.55600000000004,residential,Rua Vinicius de Moraes,,False,,
1688051090,1434986786,43.938,secondary,Avenida Autorama,40,False,2,
1688051090,3676456887,318.15,secondary,Avenida Autorama,40,False,2,
1688051092,1771517289,93.517,residential,Rua Júlio Nogueira,,False,,
1688051092,1688051094,94.432,residential,Rua Júlio Nogueira,,False,,
1688051092,1736099430,94.199,residential,Rua Camacho,,False,,
1688051094,1688051092,94.432,residential,Rua Júlio Nogueira,,False,,
1688051094,3813410011,97.963,residential,Rua Júlio Nogueira,,False,,
1688051094,1736099438,99.009,residential,Rua Capelinha,,False,,
1736099400,3571570438,93.297,residential,Rua Manoel Bandeira,,False,,
1736099400,1434988186,56.039,residential,Rua Manoel Bandeira,,False,,
1736099400,1434988143,74.681,residential,Rua Campo do Meio,,False,,
1736099400,1736099401,75.638,residential,Rua Campo do Meio,,False,,
1736099401,1736099400,75.638,residential,Rua Campo do Meio,,False,,
1736099401,1736099402,75.313,residential,Rua Campo do Meio,,False,,
1736099401,3241212584,95.319,residential,Rua Érico Veríssimo,,False,,
1736099401,3241212583,97.376,residential,Rua Érico Veríssimo,,False,,
1736099402,3571570444,94.059,residential,Rua Coronel Bragança,,False,,
1736099402,3571570428,97.573,residential,Rua Coronel Bragança,,False,,
1736099402,1736099401,75.313,residential,Rua Campo do Meio,,False,,
1736099402,1736099403,73.86,residential,Rua Campo do Meio,,False,,
1736099403,3571570445,94.439,residential,Rua Geraldo Serrano,,False,,
1736099403,3571570431,96.255,residential,Rua Geraldo Serrano,,False,,
1736099403,1736099402,73.86,residential,Rua Campo do Meio,,False,,
1736099403,1736099404,72.747,residential,Rua Campo do Meio,,False,,
1736099404,1736099403,72.747,residential,Rua Campo do Meio,,False,,
1736099404,1736099405,95.325,residential,Rua Campo do Meio,,False,,
1736099404,3571570447,94.799,residential,Rua Fagundes Varela,,False,,
1736099404,3571570433,95.833,residential,Rua Fagundes Varela,,False,,
1736099405,1736099404,95.325,residential,Rua Campo do Meio,,False,,
1736099405,1736099408,93.949,residential,Rua Campo do Meio,,False,,
1736099405,3571570434,95.097,residential,Rua Afrânio Peixoto,,False,,
1736099405,3571570449,95.26,residential,Rua Afrânio Peixoto,,False,,
1736099406,2459691803,78.992,residential,Rua Capelinha,,False,,
1736099406,1688051088,50.621,residential,Rua Capelinha,,False,,
1736099406,1736099414,93.548,residential,Rua Vinicius de Moraes,,False,,
1736099406,1688051090,279.55600000000004,residential,Rua Vinicius de Moraes,,False,,
1736099407,1736099415,94.89,residential,Rua Gustavo Corsão,,False,,
1736099407,3571570437,97.077,residential,Rua Gustavo Corsão,,False,,
1736099407,3571570442,70.803,residential,Rua Camacho,,False,,
1736099407,1736099409,74.482,residential,Rua Camacho,,False,,
1736099408,1736099405,93.949,residential,Rua Campo do Meio,,False,,
1736099408,1887023705,95.739,secondary,Avenida Paraná,40,True,2,
1736099408,1736099410,97.412,residential,Rua Campo do Meio,,False,,
1736099409,1736099418,94.834,residential,Rua Manoel Bandeira,,False,,
1736099409,3571570438,96.843,residential,Rua Manoel Bandeira,,False,,
1736099409,1736099407,74.482,residential,Rua Camacho,,False,,
1736099409,1736099411,78.271,residential,Rua Camacho,,False,,
1736099410,1736099412,92.528,residential,Rua Campo do Meio,,False,,
1736099410,2974542941,95.334,secondary,Rua Castro Alves,40,True,,
1736099410,1736099408,97.412,residential,Rua Campo do Meio,,False,,
1736099411,1736099409,78.271,residential,Rua Camacho,,False,,
1736099411,1736099413,73.9,residential,Rua Camacho,,False,,
1736099411,1736099420,94.167,residential,Rua Érico Veríssimo,,False,,
1736099411,3241212584,96.47,residential,Rua Érico Veríssimo,,False,,
1736099412,3571570443,93.742,residential,Avenida Amazonas,,False,,
1736099412,1887023707,96.701,residential,Avenida Amazonas,,False,,
1736099412,1736099410,92.528,residential,Rua Campo do Meio,,False,,
1736099412,1736099417,97.147,residential,Rua Campo do Meio,,False,,
1736099413,1736099422,94.74,residential,Rua Coronel Bragança,,False,,
1736099413,3571570444,96.35,residential,Rua Coronel Bragança,,False,,
1736099413,1736099411,73.9,residential,Rua Camacho,,False,,
1736099413,1736099416,73.708,residential,Rua Camacho,,False,,
1736099414,1434988125,73.478,residential,Rua Carbonita,,False,,
1736099414,2459691804,78.693,residential,Rua Carbonita,,False,,
1736099414,1736099406,93.548,residential,Rua Vinicius de Moraes,,False,,
1736099414,3571570452,92.601,residential,Rua Vinicius de Moraes,,False,,
1736099415,1736099423,94.307,residential,Rua Gustavo Corsão,,False,,
1736099415,1736099407,94.89,residential,Rua Gustavo Corsão,,False,,
1736099415,1736099418,74.374,residential,Rua Capelinha,,False,,
1736099415,3571570448,71.426,residential,Rua Capelinha,,False,,
1736099416,1736099425,94.687,residential,Rua Geraldo Serrano,,False,,
1736099416,3571570445,96.105,residential,Rua Geraldo Serrano,,False,,
1736099416,1736099413,73.708,residential,Rua Camacho,,False,,
1736099416,1736099419,72.681,residential,Rua Camacho,,False,,
1736099417,3571570446,94.978,residential,Rua Júlio Nogueira,,False,,
1736099417,1736099412,97.147,residential,Rua Campo do Meio,,False,,
1736099417,3813410002,97.617,residential,Rua Campo do Meio,,False,,
1736099417,1771517289,96.67699999999999,residential,Rua Júlio Nogueira,,False,,
1736099418,1736099426,94.506,residential,Rua Manoel Bandeira,,False,,
1736099418,1736099409,94.834,residential,Rua Manoel Bandeira,,False,,
1736099418,1736099420,77.971,residential,Rua Capelinha,,False,,
1736099418,1736099415,74.374,residential,Rua Capelinha,,False,,
1736099419,1736099416,72.681,residential,Rua Camacho,,False,,
1736099419,1736099421,95.456,residential,Rua Camacho,,False,,
1736099419,1736099427,94.638,residential,Rua Fagundes Varela,,False,,
1736099419,3571570447,95.874,residential,Rua Fagundes Varela,,False,,
1736099420,1736099422,74.861,residential,Rua Capelinha,,False,,
1736099420,1736099418,77.971,residential,Rua Capelinha,,False,,
1736099420,1736099428,94.558,residential,Rua Érico Veríssimo,,False,,
1736099420,1736099411,94.167,residential,Rua Érico Veríssimo,,False,,
1736099421,1736099419,95.456,residential,Rua Camacho,,False,,
1736099421,1736099424,93.891,residential,Rua Camacho,,False,,
1736099421,3571570449,95.567,residential,Rua Afrânio Peixoto,,False,,
1736099421,1736099429,94.579,residential,Rua Afrânio Peixoto,,False,,
1736099422,1736099431,94.88,residential,Rua Coronel Bragança,,False,,
1736099422,1736099413,94.74,residential,Rua Coronel Bragança,,False,,
1736099422,1736099425,73.622,residential,Rua Capelinha,,False,,
1736099422,1736099420,74.861,residential,Rua Capelinha,,False,,
1736099423,3463471749,93.172,residential,Rua Gustavo Corsão,,False,,
1736099423,1736099415,94.307,residential,Rua Gustavo Corsão,,False,,
1736099423,3463471745,72.027,residential,Rua Carbonita,,False,,
1736099423,1736099426,74.277,residential,Rua Carbonita,,False,,
1736099424,1736099421,93.891,residential,Rua Camacho,,False,,
1736099424,1434988175,94.38,residential,Rua Camacho,,False,,
1736099424,1736099433,94.501,secondary,Avenida Paraná,40,True,2,
1736099425,1736099434,95.096,residential,Rua Geraldo Serrano,,False,,
1736099425,1736099416,94.687,residential,Rua Geraldo Serrano,,False,,
1736099425,1736099427,72.653,residential,Rua Capelinha,,False,,
1736099425,1736099422,73.622,residential,Rua Capelinha,,False,,
1736099426,1736099423,74.277,residential,Rua Carbonita,,False,,
1736099426,1736099428,77.755,residential,Rua Carbonita,,False,,
1736099426,3463471750,93.07,residential,Rua Manoel Bandeira,,False,,
1736099426,1736099418,94.506,residential,Rua Manoel Bandeira,,False,,
1736099427,1736099429,95.523,residential,Rua Capelinha,,False,,
1736099427,1736099425,72.653,residential,Rua Capelinha,,False,,
1736099427,1736099435,95.294,residential,Rua Fagundes Varela,,False,,
1736099427,1736099419,94.638,residential,Rua Fagundes Varela,,False,,
1736099428,1736099426,77.755,residential,Rua Carbonita,,False,,
1736099428,1736099431,75.732,residential,Rua Carbonita,,False,,
1736099428,3571570457,93.22,residential,Rua Érico Veríssimo,,False,,
1736099428,1736099420,94.558,residential,Rua Érico Veríssimo,,False,,
1736099429,1736099433,93.875,residential,Rua Capelinha,,False,,
1736099429,1736099427,95.523,residential,Rua Capelinha,,False,,
1736099429,1736099421,94.579,residential,Rua Afrânio Peixoto,,False,,
1736099429,1736099437,95.532,residential,Rua Afrânio Peixoto,,False,,
1736099430,1736099438,94.143,residential,Avenida Amazonas,,False,,
1736099430,1434988175,95.976,residential,Rua Camacho,,False,,
1736099430,1887023707,94.928,residential,Avenida Amazonas,,False,,
1736099430,1688051092,94.199,residential,Rua Camacho,,False,,
1736099431,1736099428,75.732,residential,Rua Carbonita,,False,,
1736099431,1736099434,73.543,residential,Rua Carbonita,,False,,
1736099431,3571570458,92.882,residential,Rua Coronel Bragança,,False,,
1736099431,1736099422,94.88,residential,Rua Coronel Bragança,,False,,
1736099432,3571570452,95.175,residential,Rua Vinicius de Moraes,,False,,
1736099432,1688051087,62.254,residential,Rua Vinicius de Moraes,,False,,
1736099432,3571570455,79.887,residential,Rua Campo Belo,40,False,2,
1736099432,1771517393,164.965,residential,"['Rua Campo Belo', 'Rua Cecilia Meireles']",40,False,2,
1736099433,1736099436,94.584,residential,Rua Capelinha,,False,,
1736099433,1736099429,93.875,residential,Rua Capelinha,,False,,
1736099433,1736099440,95.794,secondary,Avenida Paraná,40,True,2,
1736099434,3571570459,92.78,residential,Rua Geraldo Serrano,,False,,
1736099434,1736099425,95.096,residential,Rua Geraldo Serrano,,False,,
1736099434,1736099431,73.543,residential,Rua Carbonita,,False,,
1736099434,1736099435,72.622,residential,Rua Carbonita,,False,,
1736099435,1736099434,72.622,residential,Rua Carbonita,,False,,
1736099435,1736099437,95.584,residential,Rua Carbonita,,False,,
1736099435,3571570460,92.675,residential,Rua Fagundes Varela,,False,,
1736099435,1736099427,95.294,residential,Rua Fagundes Varela,,False,,
1736099436,1736099438,94.601,residential,Rua Capelinha,,False,,
1736099436,1736099433,94.584,residential,Rua Capelinha,,False,,
1736099436,1434988175,95.223,secondary,Rua Castro Alves,40,True,,
1736099437,1736099435,95.584,residential,Rua Carbonita,,False,,
1736099437,1736099440,93.867,residential,Rua Carbonita,,False,,
1736099437,1736099429,95.532,residential,Rua Afrânio Peixoto,,False,,
1736099437,3571570462,92.556,residential,Rua Afrânio Peixoto,,False,,
1736099438,1736099430,94.143,residential,Avenida Amazonas,,False,,
1736099438,1736099444,96.333,residential,Avenida Amazonas,,False,,
1736099438,1688051094,99.009,residential,Rua Capelinha,,False,,
1736099438,1736099436,94.601,residential,Rua Capelinha,,False,,
1736099439,3571570464,90.433,residential,Rua Gustavo Corsão,,False,,
1736099439,3463471749,98.04,residential,Rua Gustavo Corsão,,False,,
1736099439,1736099441,74.587,residential,Rua Campo Belo,40,False,2,
1736099439,3463471751,75.353,residential,Rua Campo Belo,40,False,2,
1736099440,1736099437,93.867,residential,Rua Carbonita,,False,,
1736099440,1736099442,97.567,residential,Rua Carbonita,,False,,
1736099440,3571570465,92.423,secondary,Avenida Paraná,40,True,2,
1736099441,3571570467,92.119,residential,Rua Manoel Bandeira,,False,,
1736099441,3463471750,95.917,residential,Rua Manoel Bandeira,,False,,
1736099441,3877623956,78.023,residential,Rua Campo Belo,40,False,2,
1736099441,1736099439,74.587,residential,Rua Campo Belo,40,False,2,
1736099442,1736099440,97.567,residential,Rua Carbonita,,False,,
1736099442,1736099444,93.753,residential,Rua Carbonita,,False,,
1736099442,1736099436,94.736,secondary,Rua Castro Alves,40,True,,
1736099444,1736099442,93.753,residential,Rua Carbonita,,False,,
1736099444,1736099438,96.333,residential,Avenida Amazonas,,False,,
1736099444,3571570470,95.843,residential,Avenida Amazonas,,False,,
1736099444,3813410011,95.99199999999999,residential,Rua Carbonita,,False,,
1736099450,1736099451,95.904,residential,Rua Campo Belo,40,False,2,
1736099450,4029461905,93.384,residential,Rua Campo Belo,40,False,2,
1736099450,2313675790,93.1,secondary,Avenida Paraná,40,True,2,
1736099451,1736099450,95.904,residential,Rua Campo Belo,40,False,2,
1736099451,3571570468,95.943,secondary,Rua Castro Alves,40,True,,
1736099453,1434988134,92.671,residential,Rua Afrânio Peixoto,,False,2,
1736099453,2313675807,91.931,residential,Rua Muriaé,,False,,
1736099453,1434988161,108.694,secondary,Avenida Paraná,,True,,
1736099453,7793488060,102.31800000000001,residential,Rua Afrânio Peixoto,,False,,
1736099454,3463471753,95.438,residential,Rua Castro Alves,,False,,
1736099454,2314748297,95.095,secondary,Rua Castro Alves,40,True,,
1736099454,1736099455,96.119,residential,Rua Guapé,,False,2,
1736099455,1736099454,96.119,residential,Rua Guapé,,False,2,
1736099455,2314748313,95.015,residential,Rua Guapé,,False,2,
1736099455,2314748301,96.88300000000001,residential,Avenida Amazonas,,False,,
1736099455,1434988137,94.985,residential,Avenida Amazonas,,False,,
1771517288,1434988125,63.682,residential,Rua Cecilia Meireles,,False,,
1771517289,1688051092,93.517,residential,Rua Júlio Nogueira,,False,,
1771517289,6797639838,51.724,residential,Rua Campos Gerais,,False,,
1771517289,1736099417,96.67699999999999,residential,Rua Júlio Nogueira,,False,,
1771517289,1887023707,94.964,residential,Rua Campos Gerais,,False,,
1771517290,3571570463,96.518,residential,Rua Raimundo Correia,,False,,
1771517290,1434988123,74.489,residential,Rua Medina,,False,,
1771517290,3813735763,71.706,residential,Rua Medina,,False,,
1771517298,1886873819,37.357,secondary,Pista Marginal da MG-050,,True,,
1771517298,2313691701,80.357,secondary,Rua Pernambuco,40,False,3,
1771517340,3571570455,95.494,residential,Rua Euclides da Cunha,,False,,
1771517340,3571570461,73.856,residential,Rua Candeias,,False,,
1771517340,3571570466,95.44,residential,Rua Euclides da Cunha,,False,,
1771517350,2313675885,89.985,residential,Rua Maria Carregal Barbosa,,False,,
1771517350,2313675888,97.135,residential,Rua Maria Carregal Barbosa,,False,,
1771517350,3682426066,54.31399999999999,residential,Rua Cruz e Souza,,False,,
1771517350,2313675887,13.954,residential,Rua Cruz e Souza,,False,,
1771517378,3571570437,70.203,residential,Rua Campos Gerais,,False,,
1771517378,3571570442,96.067,residential,Rua Raimundo Correia,,False,,
1771517378,3682426065,59.368,residential,Rua Raimundo Correia,,False,,
1771517387,3571570441,57.165,residential,Rua Cruz e Souza,,False,,
1771517393,3571570452,70.169,residential,Rua José Lourenço,,False,,
1771517393,1434988125,94.691,residential,Rua Cecilia Meireles,,False,,
1771517393,3813410008,46.922,residential,Rua José Lourenço,,False,,
1771517393,1736099432,164.965,residential,"['Rua Campo Belo', 'Rua Cecilia Meireles']",40,False,2,
1771517396,2313675792,67.873,residential,Rua Euclides da Cunha,,False,,
1771529287,3572086380,6.544,residential,Rua Maranhão,,False,,
1771529287,3022795077,92.316,tertiary,Avenida Divino Espírito Santo,40,True,,
1771529287,2314579225,86.924,residential,Rua Maranhão,,False,,
1771529289,2314962625,97.577,residential,Rua Bahia,,False,,
1771529289,1771529302,98.35,residential,Rua Rio Grande do Norte,,False,,
1771529289,1771529298,99.616,residential,Rua Rio Grande do Norte,,False,,
1771529294,2313696085,117.119,residential,Rua Tomé de Souza,,False,,
1771529294,3248119203,173.50400000000002,residential,Avenida Coronel Jovelino Rabelo,,False,,
1771529294,2313696128,166.173,residential,Avenida Coronel Jovelino Rabelo,,False,,
1771529296,2375040731,6.229,residential,Rua Mato Grosso,,False,,
1771529296,1771529287,98.719,tertiary,Avenida Divino Espírito Santo,40,True,,
1771529296,2314579231,85.647,residential,Rua Mato Grosso,,False,,
1771529297,2314962630,178.72,residential,Avenida Sete de Setembro,,False,,
1771529297,3813409909,149.45100000000002,residential,Avenida do Contorno,,False,,
1771529297,3813409895,214.707,residential,Avenida 21 de Abril,,False,,
1771529298,2314962621,100.359,residential,Rua Mato Grosso,,False,,
1771529298,1771529289,99.616,residential,Rua Rio Grande do Norte,,False,,
1771529298,3813409889,184.004,residential,Rua Mato Grosso,,False,,
1771529298,2314962619,159.148,residential,"['Rua Rio Grande do Norte', 'Rua Maranhão']",,False,,
1771529302,2314962630,113.23,residential,Rua Rio Grande do Norte,,False,,
1771529302,1771529289,98.35,residential,Rua Rio Grande do Norte,,False,,
1771529302,2314962626,96.405,residential,Rua Rio Grande do Sul,,False,,
1771529303,2314598231,95.475,residential,Rua Pará,,False,,
1771529303,2314598219,97.519,residential,Rua Serra do Cristal,,False,,
1771529303,2313691646,159.515,residential,"['Rua Santa Catarina', 'Rua Serra do Cristal']",,False,,
1771529305,2314962599,117.534,residential,Rua Guaporé,,False,,
1771529305,2313691768,69.847,residential,Rua Ceará,,False,,
1771529305,2313691764,43.834,residential,Rua Ceará,,False,,
1771529306,2314598463,199.107,secondary,Avenida Primeiro de Junho,40,True,,
1771529306,2297760413,21.692999999999998,secondary,,,True,,
1771529308,8251695703,7.73,residential,Rua Antônio Olimpio de Morais,,True,,
1771529308,8251695704,12.275,residential,Avenida Antônio Olimpio de Morais,,True,,
1771529314,2314579234,124.765,residential,Rua Dom Pedro Segundo,,False,,
1771529314,8578920364,84.777,residential,Rua Dom Pedro Segundo,,False,,
1771529314,2314579246,81.192,residential,Rua Rio Grande do Sul,,False,,
1886801504,7629559880,518.624,trunk,,80,True,,
1886801558,2314630543,49.033,secondary,Avenida Juscelino Kubitschek,,True,,
1886801558,3813475082,14.2,residential,Rua Itajubá,,False,,
1886801561,3813474749,48.373,residential,,,False,,
1886801561,8276907506,30.283,secondary,Avenida Juscelino Kubitschek,,True,,
1886801583,2314613156,65.414,residential,Rua Centralina,,False,,
